booking_id,tourist_country,hotel_city,arrival_date,hotel_stars,meal_plan,room_type,nights,price_per_night,transport_type,booking_channel,month,day_of_week,quarter,total_cost,spend_category
B0737,UK,Kandy,2024-10-19,5,Room Only,Standard,4,26484.0,Bus,Travel Agency,10,Saturday,4,105936.0,High Spender
B0738,UK,Galle,2024-05-03,3,Breakfast,Standard,7,8710.0,Flight,Online,5,Friday,2,60970.0,High Spender
B0739,UK,Negombo,2024-07-15,4,Breakfast,Deluxe,6,14928.0,Flight,Agent,7,Monday,3,89568.0,High Spender
B0740,Germany,Galle,2024-06-19,3,Room Only,Deluxe,4,8656.0,Taxi,Travel Agency,6,Wednesday,2,34624.0,Medium Spender
B0741,UK,Colombo ,2024-02-15,4,Breakfast,Budget,5,14603.0,Bus,Travel Agency,2,Thursday,1,73015.0,High Spender
B0742,UK,Kandy ,2024-07-17,4,Half Board,Deluxe,7,15537.0,Train,Agent,7,Wednesday,3,108759.0,High Spender
B0743,France,Colombo,2024-05-31,3,Full Board,Suite,2,8162.0,Train,Online,5,Friday,2,16324.0,Low Spender
B0744,Russia,Colombo,2024-12-27,5,Full Board,Standard,4,23957.0,Taxi,Online,12,Friday,4,95828.0,High Spender
B0745,France,Colombo,2024-04-25,5,Room Only,Standard,7,24937.0,Taxi,Direct,4,Thursday,2,174559.0,High Spender
B0746,France,Negombo,2024-10-07,4,Half Board,Suite,6,14920.0,Bus,Travel Agency,10,Monday,4,89520.0,High Spender
B0747,India,Galle,2024-04-09,5,Full Board,Budget,2,24117.0,Flight,Direct,4,Tuesday,2,48234.0,Medium Spender
B0748,UK,Galle,2024-05-29,3,Breakfast,Standard,7,8397.0,Flight,Direct,5,Wednesday,2,58779.0,High Spender
B0749,China,Negombo,2024-03-16,4,Full Board,Standard,1,13788.0,Taxi,Agent,3,Saturday,1,13788.0,Low Spender
B0750,Germany,Colombo,2024-08-10,3,Full Board,Standard,1,7390.0,Taxi,Travel Agency,8,Saturday,3,7390.0,Low Spender
B0751,UK,Galle,2024-12-20,5,Room Only,Suite,7,26590.0,Taxi,Direct,12,Friday,4,186130.0,High Spender
B0752,UK,Colombo ,2024-03-03,4,Breakfast,Budget,5,15218.0,Taxi,Direct,3,Sunday,1,76090.0,High Spender
B0753,Germany,Kandy,2024-11-26,5,Full Board,Deluxe,5,23126.0,Bus,Online,11,Tuesday,4,115630.0,High Spender
B0754,Germany,Kandy,2024-12-24,3,Full Board,Suite,1,8030.0,Flight,Agent,12,Tuesday,4,8030.0,Low Spender
B0755,  UK  ,Kandy,2024-04-02,3,Full Board,Deluxe,1,7262.0,Train,Agent,4,Tuesday,2,7262.0,Low Spender
B0756,USA,Colombo,2024-03-04,5,Half Board,Deluxe,5,23358.0,Flight,Agent,3,Monday,1,116790.0,High Spender
B0757,Germany,Galle,2024-12-03,5,Full Board,Standard,5,24952.0,Bus,Direct,12,Tuesday,4,124760.0,High Spender
B0758,China,Galle,2024-01-23,3,Room Only,Standard,2,7679.0,Train,Agent,1,Tuesday,1,15358.0,Low Spender
B0759,India,Colombo,2024-11-14,4,Room Only,Deluxe,3,14645.0,Train,Travel Agency,11,Thursday,4,43935.0,Medium Spender
B0760,China,Negombo,2024-03-14,5,Breakfast,Budget,6,26163.0,Train,Direct,3,Thursday,1,156978.0,High Spender
B0761,Germany,Colombo,2024-03-19,4,Full Board,Suite,1,16392.0,Train,Online,3,Tuesday,1,16392.0,Low Spender
B0762,China,Kandy ,2024-06-17,5,Room Only,Deluxe,3,26390.0,Train,Agent,6,Monday,2,79170.0,High Spender
B0763,Russia,Colombo,2024-02-23,3,Breakfast,Deluxe,5,8514.0,Taxi,Online,2,Friday,1,42570.0,Medium Spender
B0764,France,Kandy,2024-11-07,3,Room Only,Standard,3,8714.0,Taxi,Agent,11,Thursday,4,26142.0,Medium Spender
B0765,Russia,Kandy,2024-10-31,4,Full Board,Standard,3,13528.0,Train,Agent,10,Thursday,4,40584.0,Medium Spender
B0766,India,Negombo,2024-11-23,4,Breakfast,Suite,6,14873.0,Taxi,Direct,11,Saturday,4,89238.0,High Spender
B0767,  India  ,Kandy,2024-04-27,4,Room Only,Deluxe,4,15811.0,Flight,Online,4,Saturday,2,63244.0,High Spender
B0768,UK,Kandy,2024-02-13,5,Half Board,Suite,7,26871.0,Taxi,Agent,2,Tuesday,1,188097.0,High Spender
B0769,Russia,Negombo,2024-12-23,3,Full Board,Budget,5,7504.0,Flight,Travel Agency,12,Monday,4,37520.0,Medium Spender
B0770,  UK  ,Galle,2024-09-27,5,Room Only,Suite,2,25872.0,Train,Agent,9,Friday,3,51744.0,High Spender
B0771,Germany,Negombo,2024-08-04,4,Full Board,Standard,3,16409.0,Bus,Agent,8,Sunday,3,49227.0,Medium Spender
B0772,France,Colombo,2024-09-04,4,Half Board,Standard,1,15714.0,Taxi,Agent,9,Wednesday,3,15714.0,Low Spender
B0773,Russia,Kandy,2024-01-19,4,Full Board,Budget,3,13517.0,Taxi,Direct,1,Friday,1,40551.0,Medium Spender
B0774,India,Galle,2024-07-24,4,Room Only,Budget,4,14976.0,Flight,Agent,7,Wednesday,3,59904.0,High Spender
B0775,UK,Galle,2024-05-08,3,Full Board,Suite,3,7678.0,Taxi,Agent,5,Wednesday,2,23034.0,Medium Spender
B0776,Russia,Galle,2024-08-12,3,Breakfast,Deluxe,6,7894.0,Bus,Agent,8,Monday,3,47364.0,Medium Spender
B0777,UK,Kandy,2024-06-18,3,Breakfast,Standard,4,8735.0,Bus,Online,6,Tuesday,2,34940.0,Medium Spender
B0778,USA,Galle,2024-06-15,4,Full Board,Standard,1,16373.0,Flight,Agent,6,Saturday,2,16373.0,Low Spender
B0779,  USA  ,Colombo,2024-12-13,4,Full Board,Budget,4,14940.0,Bus,Travel Agency,12,Friday,4,59760.0,High Spender
B0780,China,Galle,2024-04-05,3,Half Board,Budget,7,7621.0,Train,Travel Agency,4,Friday,2,53347.0,High Spender
B0781,France,Galle,2024-09-14,5,Breakfast,Standard,7,25455.0,Train,Agent,9,Saturday,3,178185.0,High Spender
B0782,India,Colombo,2024-03-15,4,Room Only,Standard,1,16093.0,Taxi,Travel Agency,3,Friday,1,16093.0,Low Spender
B0783,Russia,Colombo,2024-08-06,4,Room Only,Suite,6,13654.0,Flight,Direct,8,Tuesday,3,81924.0,High Spender
B0784,USA,Colombo,2024-01-25,3,Room Only,Budget,1,8256.0,Bus,Agent,1,Thursday,1,8256.0,Low Spender
B0785,China,Kandy,2024-05-09,4,Half Board,Deluxe,3,13834.0,Flight,Agent,5,Thursday,2,41502.0,Medium Spender
B0786,India,Galle,2024-09-27,5,Half Board,Standard,6,23879.0,Taxi,Online,9,Friday,3,143274.0,High Spender
B0787,USA,Colombo,2024-10-27,5,Breakfast,Standard,6,24728.0,Flight,Online,10,Sunday,4,148368.0,High Spender
B0788,India,Kandy,2024-04-13,5,Breakfast,Budget,2,23458.0,Bus,Direct,4,Saturday,2,46916.0,Medium Spender
B0789,  USA  ,Negombo,2024-02-04,4,Full Board,Budget,2,15297.0,Train,Direct,2,Sunday,1,30594.0,Medium Spender
B0790,USA,Galle,2024-07-22,4,Room Only,Standard,4,15752.0,Taxi,Travel Agency,7,Monday,3,63008.0,High Spender
B0791,UK,Colombo,2024-04-21,5,Room Only,Suite,5,26038.0,Bus,Direct,4,Sunday,2,130190.0,High Spender
B0792,India,Colombo,2024-04-24,3,Breakfast,Deluxe,1,8223.0,Bus,Agent,4,Wednesday,2,8223.0,Low Spender
B0793,  China  ,Colombo,2024-04-17,5,Room Only,Budget,6,24237.0,Bus,Direct,4,Wednesday,2,145422.0,High Spender
B0794,Germany,Galle,2024-07-28,5,Half Board,Deluxe,1,25629.0,Flight,Direct,7,Sunday,3,25629.0,Medium Spender
B0795,UK,Negombo,2024-10-02,5,Room Only,Suite,6,23786.0,Train,Travel Agency,10,Wednesday,4,142716.0,High Spender
B0796,Germany,Galle ,2024-07-21,3,Full Board,Standard,6,8362.0,Bus,Agent,7,Sunday,3,50172.0,High Spender
B0797,UK,Colombo,2024-03-31,3,Full Board,Standard,6,7651.0,Bus,Agent,3,Sunday,1,45906.0,Medium Spender
B0798,China,Colombo,2024-03-14,3,Full Board,Standard,4,8654.0,Taxi,Online,3,Thursday,1,34616.0,Medium Spender
B0799,USA,Colombo ,2024-02-21,4,Full Board,Budget,1,15979.0,Flight,Agent,2,Wednesday,1,15979.0,Low Spender
B0800,UK,Kandy,2024-01-07,3,Room Only,Deluxe,7,8331.0,Train,Agent,1,Sunday,1,58317.0,High Spender
B0801,  India  ,Colombo ,2024-06-18,4,Breakfast,Standard,1,15130.0,Bus,Online,6,Tuesday,2,15130.0,Low Spender
B0802,Germany,Colombo,2024-07-31,3,Room Only,Standard,1,7562.0,Taxi,Agent,7,Wednesday,3,7562.0,Low Spender
B0803,Australia,Galle,2024-12-17,5,Room Only,Suite,2,27453.0,Train,Online,12,Tuesday,4,54906.0,High Spender
B0804,UK,Colombo,2024-07-03,3,Room Only,Standard,2,7885.0,Bus,Agent,7,Wednesday,3,15770.0,Low Spender
B0805,China,Colombo,2024-05-26,4,Room Only,Deluxe,4,15485.0,Bus,Online,5,Sunday,2,61940.0,High Spender
B0806,Russia,Galle,2024-03-16,4,Breakfast,Suite,4,15664.0,Taxi,Online,3,Saturday,1,62656.0,High Spender
B0807,USA,Colombo,2024-06-14,3,Breakfast,Suite,3,7710.0,Taxi,Travel Agency,6,Friday,2,23130.0,Medium Spender
B0808,USA,Colombo,2024-11-30,3,Full Board,Suite,5,7995.0,Taxi,Agent,11,Saturday,4,39975.0,Medium Spender
B0809,India,Kandy,2024-12-21,5,Breakfast,Budget,2,24308.0,Train,Online,12,Saturday,4,48616.0,Medium Spender
B0810,UK,Colombo,2024-06-27,4,Breakfast,Deluxe,4,13932.0,Taxi,Agent,6,Thursday,2,55728.0,High Spender
B0811,  USA  ,Colombo,2024-12-22,5,Breakfast,Suite,6,22631.0,Taxi,Direct,12,Sunday,4,135786.0,High Spender
B0812,  Germany  ,Kandy,2024-10-31,3,Room Only,Standard,3,7426.0,Train,Online,10,Thursday,4,22278.0,Medium Spender
B0813,India,Galle,2024-08-28,5,Breakfast,Deluxe,4,24557.0,Bus,Travel Agency,8,Wednesday,3,98228.0,High Spender
B0814,India,Colombo,2024-11-24,3,Breakfast,Standard,1,7834.0,Taxi,Travel Agency,11,Sunday,4,7834.0,Low Spender
B0815,Australia,Kandy,2024-12-29,3,Full Board,Standard,3,8756.0,Taxi,Agent,12,Sunday,4,26268.0,Medium Spender
B0816,UK,Kandy,2024-10-13,5,Room Only,Suite,4,24065.0,Taxi,Travel Agency,10,Sunday,4,96260.0,High Spender
B0817,China,Colombo,2024-02-25,3,Room Only,Deluxe,5,8446.0,Bus,Online,2,Sunday,1,42230.0,Medium Spender
B0818,  UK  ,Colombo,2024-01-06,4,Breakfast,Standard,6,16287.0,Train,Direct,1,Saturday,1,97722.0,High Spender
B0819,UK,Negombo,2024-09-04,3,Room Only,Deluxe,1,8709.0,Flight,Direct,9,Wednesday,3,8709.0,Low Spender
B0820,Germany,Colombo,2024-07-19,5,Half Board,Standard,6,25873.0,Bus,Travel Agency,7,Friday,3,155238.0,High Spender
B0821,Germany,Galle,2024-01-13,5,Full Board,Suite,5,26844.0,Flight,Direct,1,Saturday,1,134220.0,High Spender
B0822,UK,Kandy,2024-04-28,3,Breakfast,Standard,5,8026.0,Bus,Travel Agency,4,Sunday,2,40130.0,Medium Spender
B0823,India,Negombo,2024-08-08,3,Full Board,Standard,2,8795.0,Flight,Agent,8,Thursday,3,17590.0,Low Spender
B0824,UK,Colombo,2024-06-07,5,Room Only,Suite,1,24774.0,Train,Direct,6,Friday,2,24774.0,Medium Spender
B0825,India,Colombo,2024-04-01,5,Full Board,Deluxe,4,27392.0,Taxi,Agent,4,Monday,2,109568.0,High Spender
B0826,  Germany  ,Kandy,2024-05-26,4,Full Board,Standard,4,14600.0,Bus,Direct,5,Sunday,2,58400.0,High Spender
B0827,Germany,Negombo,2024-12-15,3,Room Only,Standard,6,8513.0,Flight,Agent,12,Sunday,4,51078.0,High Spender
B0828,UK,Kandy,2024-02-07,3,Full Board,Suite,6,7349.0,Taxi,Travel Agency,2,Wednesday,1,44094.0,Medium Spender
B0829,Germany,Colombo,2024-02-25,4,Full Board,Standard,4,14486.0,Bus,Direct,2,Sunday,1,57944.0,High Spender
B0830,USA,Kandy,2024-05-22,4,Room Only,Standard,4,13936.0,Train,Direct,5,Wednesday,2,55744.0,High Spender
B0831,USA,Colombo,2024-07-04,4,Full Board,Standard,1,14134.0,Flight,Travel Agency,7,Thursday,3,14134.0,Low Spender
B0832,UK,Colombo ,2024-07-26,3,Half Board,Suite,7,7871.0,Train,Direct,7,Friday,3,55097.0,High Spender
B0833,Australia,Kandy,2024-06-01,3,Breakfast,Deluxe,4,7970.0,Train,Travel Agency,6,Saturday,2,31880.0,Medium Spender
B0834,India,Colombo,2024-11-01,3,Room Only,Standard,3,8262.0,Bus,Online,11,Friday,4,24786.0,Medium Spender
B0835,UK,Negombo,2024-02-28,5,Full Board,Deluxe,5,26111.0,Taxi,Agent,2,Wednesday,1,130555.0,High Spender
B0836,Germany,Colombo,2024-04-06,4,Breakfast,Suite,2,14544.0,Train,Online,4,Saturday,2,29088.0,Medium Spender
B0837,India,Colombo,2024-03-04,5,Full Board,Suite,4,24551.0,Bus,Travel Agency,3,Monday,1,98204.0,High Spender
B0838,UK,Colombo,2024-08-07,4,Breakfast,Standard,5,14807.0,Bus,Travel Agency,8,Wednesday,3,74035.0,High Spender
B0839,Australia,Negombo,2024-02-20,3,Room Only,Budget,6,7226.0,Taxi,Online,2,Tuesday,1,43356.0,Medium Spender
B0840,Australia,Colombo,2024-08-15,5,Room Only,Deluxe,7,24603.0,Train,Travel Agency,8,Thursday,3,172221.0,High Spender
B0841,France,Negombo,2024-06-28,4,Full Board,Suite,1,16318.0,Train,Direct,6,Friday,2,16318.0,Low Spender
B0842,India,Negombo,2024-07-31,5,Breakfast,Budget,4,22663.0,Flight,Agent,7,Wednesday,3,90652.0,High Spender
B0843,Germany,Galle,2024-06-11,4,Breakfast,Suite,2,15167.0,Taxi,Agent,6,Tuesday,2,30334.0,Medium Spender
B0844,UK,Negombo,2024-08-07,3,Full Board,Standard,4,8646.0,Train,Travel Agency,8,Wednesday,3,34584.0,Medium Spender
B0845,UK,Colombo,2024-10-22,4,Half Board,Standard,3,14111.0,Flight,Online,10,Tuesday,4,42333.0,Medium Spender
B0846,Germany,Colombo,2024-12-28,5,Room Only,Suite,1,26211.0,Train,Travel Agency,12,Saturday,4,26211.0,Medium Spender
B0847,UK,Galle,2024-04-23,4,Breakfast,Standard,6,15840.0,Taxi,Direct,4,Tuesday,2,95040.0,High Spender
B0848,Australia,Kandy,2024-11-22,5,Room Only,Budget,4,27135.0,Flight,Online,11,Friday,4,108540.0,High Spender
B0849,UK,Colombo,2024-07-04,3,Full Board,Budget,4,8472.0,Taxi,Online,7,Thursday,3,33888.0,Medium Spender
B0850,UK,Kandy,2024-06-09,5,Full Board,Standard,2,23993.0,Train,Online,6,Sunday,2,47986.0,Medium Spender
B0851,India,Negombo,2024-11-03,5,Room Only,Standard,5,26208.0,Flight,Agent,11,Sunday,4,131040.0,High Spender
B0852,Germany,Galle,2024-04-20,4,Room Only,Standard,1,14482.0,Train,Online,4,Saturday,2,14482.0,Low Spender
B0853,India,Kandy,2024-02-17,4,Half Board,Suite,6,15927.0,Taxi,Travel Agency,2,Saturday,1,95562.0,High Spender
B0854,UK,Galle,2024-05-23,4,Room Only,Deluxe,2,15882.0,Taxi,Travel Agency,5,Thursday,2,31764.0,Medium Spender
B0855,USA,Galle,2024-11-14,3,Full Board,Suite,2,8107.0,Bus,Online,11,Thursday,4,16214.0,Low Spender
B0856,Russia,Colombo,2024-07-28,4,Half Board,Suite,1,13843.0,Bus,Travel Agency,7,Sunday,3,13843.0,Low Spender
B0857,UK,Galle,2024-07-09,3,Half Board,Budget,1,7709.0,Flight,Direct,7,Tuesday,3,7709.0,Low Spender
B0858,India,Colombo,2024-02-03,4,Half Board,Standard,5,14152.0,Bus,Online,2,Saturday,1,70760.0,High Spender
B0859,China,Kandy,2024-06-12,3,Breakfast,Budget,7,7990.0,Flight,Direct,6,Wednesday,2,55930.0,High Spender
B0860,UK,Colombo,2024-07-15,3,Room Only,Deluxe,1,8229.0,Flight,Travel Agency,7,Monday,3,8229.0,Low Spender
B0861,India,Negombo,2024-09-27,3,Half Board,Budget,1,7951.0,Taxi,Direct,9,Friday,3,7951.0,Low Spender
B0862,India,Kandy,2024-06-09,4,Room Only,Suite,3,15589.0,Taxi,Travel Agency,6,Sunday,2,46767.0,Medium Spender
B0863,UK,Kandy,2024-11-12,3,Room Only,Standard,1,8520.0,Train,Online,11,Tuesday,4,8520.0,Low Spender
B0864,USA,Colombo,2024-02-15,3,Half Board,Budget,6,8588.0,Bus,Online,2,Thursday,1,51528.0,High Spender
B0866,Germany,Negombo,2024-07-30,5,Full Board,Budget,5,25137.0,Taxi,Travel Agency,7,Tuesday,3,125685.0,High Spender
B0867,USA,Colombo ,2024-05-15,4,Room Only,Deluxe,5,16006.0,Train,Agent,5,Wednesday,2,80030.0,High Spender
B0868,Germany,Colombo,2024-12-09,3,Full Board,Suite,2,7980.0,Bus,Agent,12,Monday,4,15960.0,Low Spender
B0869,Germany,Colombo,2024-06-08,5,Full Board,Standard,7,25022.0,Train,Agent,6,Saturday,2,175154.0,High Spender
B0870,Germany,Kandy,2024-04-13,4,Breakfast,Budget,3,14769.0,Bus,Online,4,Saturday,2,44307.0,Medium Spender
B0871,USA,Colombo,2024-08-23,3,Half Board,Budget,4,8259.0,Taxi,Direct,8,Friday,3,33036.0,Medium Spender
B0872,  UK  ,Kandy,2024-03-18,4,Full Board,Deluxe,1,14824.0,Bus,Online,3,Monday,1,14824.0,Low Spender
B0873,Australia,Colombo,2024-04-06,4,Breakfast,Deluxe,5,15322.0,Taxi,Online,4,Saturday,2,76610.0,High Spender
B0874,Russia,Colombo,2024-01-28,3,Half Board,Standard,1,8051.0,Bus,Agent,1,Sunday,1,8051.0,Low Spender
B0875,India,Kandy,2024-04-22,5,Half Board,Suite,2,23355.0,Train,Direct,4,Monday,2,46710.0,Medium Spender
B0876,India,Colombo ,2024-04-04,5,Full Board,Deluxe,7,27033.0,Train,Agent,4,Thursday,2,189231.0,High Spender
B0877,UK,Negombo,2024-03-13,3,Full Board,Suite,3,7233.0,Bus,Online,3,Wednesday,1,21699.0,Medium Spender
B0878,UK,Kandy,2024-08-30,5,Room Only,Suite,7,23737.0,Flight,Online,8,Friday,3,166159.0,High Spender
B0879,Russia,Galle,2024-09-25,5,Breakfast,Standard,7,22969.0,Bus,Direct,9,Wednesday,3,160783.0,High Spender
B0880,Russia,Colombo,2024-09-06,4,Half Board,Suite,1,15983.0,Bus,Direct,9,Friday,3,15983.0,Low Spender
B0881,France,Negombo,2024-11-01,4,Room Only,Deluxe,6,15057.0,Flight,Agent,11,Friday,4,90342.0,High Spender
B0882,China,Colombo,2024-09-11,3,Breakfast,Suite,3,7530.0,Flight,Agent,9,Wednesday,3,22590.0,Medium Spender
B0883,UK,Colombo,2024-11-16,5,Full Board,Standard,3,27051.0,Bus,Direct,11,Saturday,4,81153.0,High Spender
B0884,Russia,Colombo ,2024-01-22,5,Half Board,Budget,4,26476.0,Bus,Direct,1,Monday,1,105904.0,High Spender
B0885,  Australia  ,Colombo ,2024-12-14,3,Half Board,Standard,3,7978.0,Flight,Direct,12,Saturday,4,23934.0,Medium Spender
B0886,India,Kandy,2024-01-28,4,Half Board,Budget,4,14556.0,Flight,Online,1,Sunday,1,58224.0,High Spender
B0887,India,Negombo ,2024-12-06,5,Breakfast,Budget,6,23853.0,Train,Travel Agency,12,Friday,4,143118.0,High Spender
B0888,UK,Kandy,2024-06-30,3,Full Board,Suite,4,8747.0,Flight,Direct,6,Sunday,2,34988.0,Medium Spender
B0889,UK,Kandy,2024-06-14,5,Breakfast,Standard,3,23178.0,Train,Direct,6,Friday,2,69534.0,High Spender
B0890,Australia,Kandy,2024-04-03,4,Full Board,Budget,2,15079.0,Bus,Direct,4,Wednesday,2,30158.0,Medium Spender
B0891,India,Kandy,2024-01-15,5,Room Only,Suite,1,26279.0,Bus,Agent,1,Monday,1,26279.0,Medium Spender
B0892,China,Negombo ,2024-05-30,3,Full Board,Standard,4,8272.0,Taxi,Travel Agency,5,Thursday,2,33088.0,Medium Spender
B0893,India,Negombo,2024-02-24,4,Room Only,Deluxe,5,14944.0,Bus,Online,2,Saturday,1,74720.0,High Spender
B0894,Germany,Galle,2024-12-25,3,Breakfast,Suite,2,7557.0,Train,Direct,12,Wednesday,4,15114.0,Low Spender
B0895,Australia,Galle,2024-11-15,5,Breakfast,Budget,1,22500.0,Flight,Online,11,Friday,4,22500.0,Medium Spender
B0896,UK,Kandy,2024-07-19,3,Room Only,Deluxe,4,7973.0,Train,Agent,7,Friday,3,31892.0,Medium Spender
B0897,France,Galle,2024-12-02,5,Room Only,Suite,2,25680.0,Train,Agent,12,Monday,4,51360.0,High Spender
B0898,UK,Galle,2024-10-06,3,Full Board,Suite,3,7663.0,Flight,Travel Agency,10,Sunday,4,22989.0,Medium Spender
B0899,  India  ,Galle,2024-08-25,4,Full Board,Standard,1,14350.0,Flight,Travel Agency,8,Sunday,3,14350.0,Low Spender
B0900,  China  ,Negombo,2024-11-13,4,Room Only,Deluxe,2,14903.0,Taxi,Direct,11,Wednesday,4,29806.0,Medium Spender
B0901,Germany,Negombo,2024-04-17,4,Full Board,Budget,2,15467.0,Bus,Direct,4,Wednesday,2,30934.0,Medium Spender
B0902,UK,Galle,2024-12-03,4,Full Board,Budget,7,15435.0,Taxi,Travel Agency,12,Tuesday,4,108045.0,High Spender
B0903,  USA  ,Kandy ,2024-12-03,5,Half Board,Standard,6,24120.0,Bus,Travel Agency,12,Tuesday,4,144720.0,High Spender
B0904,USA,Colombo,2024-12-06,3,Full Board,Suite,3,8415.0,Train,Online,12,Friday,4,25245.0,Medium Spender
B0905,Australia,Galle,2024-08-03,3,Room Only,Deluxe,1,7259.0,Flight,Travel Agency,8,Saturday,3,7259.0,Low Spender
B0906,France,Negombo,2024-06-13,3,Full Board,Suite,2,8782.0,Train,Agent,6,Thursday,2,17564.0,Low Spender
B0907,  India  ,Colombo,2024-03-23,4,Breakfast,Budget,5,13572.0,Flight,Agent,3,Saturday,1,67860.0,High Spender
B0908,UK,Galle,2024-10-17,5,Room Only,Deluxe,2,25911.0,Taxi,Agent,10,Thursday,4,51822.0,High Spender
B0909,Germany,Kandy,2024-11-12,5,Breakfast,Budget,4,24637.0,Taxi,Online,11,Tuesday,4,98548.0,High Spender
B0910,Germany,Colombo,2024-09-12,3,Room Only,Deluxe,1,7558.0,Bus,Direct,9,Thursday,3,7558.0,Low Spender
B0911,France,Colombo,2024-05-27,3,Breakfast,Deluxe,4,8189.0,Flight,Travel Agency,5,Monday,2,32756.0,Medium Spender
B0912,China,Colombo,2024-08-03,4,Breakfast,Deluxe,7,13678.0,Train,Direct,8,Saturday,3,95746.0,High Spender
B0913,France,Colombo,2024-02-07,5,Room Only,Deluxe,1,27249.0,Flight,Travel Agency,2,Wednesday,1,27249.0,Medium Spender
B0914,UK,Colombo ,2024-09-16,3,Half Board,Suite,4,7685.0,Train,Online,9,Monday,3,30740.0,Medium Spender
B0915,USA,Colombo,2024-11-07,4,Room Only,Suite,1,14661.0,Taxi,Agent,11,Thursday,4,14661.0,Low Spender
B0916,UK,Kandy,2024-11-11,4,Half Board,Standard,3,14809.0,Flight,Agent,11,Monday,4,44427.0,Medium Spender
B0917,  UK  ,Galle,2024-10-01,5,Room Only,Budget,7,26099.0,Flight,Online,10,Tuesday,4,182693.0,High Spender
B0918,India,Colombo ,2024-11-04,5,Breakfast,Deluxe,2,25530.0,Taxi,Online,11,Monday,4,51060.0,High Spender
B0919,Australia,Colombo,2024-12-27,5,Half Board,Standard,4,26065.0,Bus,Direct,12,Friday,4,104260.0,High Spender
B0920,  Australia  ,Colombo,2024-10-04,5,Room Only,Budget,3,27002.0,Taxi,Direct,10,Friday,4,81006.0,High Spender
B0921,France,Kandy,2024-06-05,5,Breakfast,Budget,3,26124.0,Train,Online,6,Wednesday,2,78372.0,High Spender
B0922,China,Kandy ,2024-02-28,3,Full Board,Budget,3,7644.0,Taxi,Direct,2,Wednesday,1,22932.0,Medium Spender
B0923,India,Kandy,2024-09-10,3,Full Board,Suite,4,7271.0,Train,Travel Agency,9,Tuesday,3,29084.0,Medium Spender
B0924,UK,Colombo,2024-10-04,4,Room Only,Deluxe,7,16222.0,Train,Online,10,Friday,4,113554.0,High Spender
B0925,India,Kandy,2024-01-30,3,Full Board,Deluxe,7,8785.0,Taxi,Travel Agency,1,Tuesday,1,61495.0,High Spender
B0926,Germany,Colombo,2024-07-14,4,Breakfast,Standard,1,14342.0,Bus,Online,7,Sunday,3,14342.0,Low Spender
B0927,India,Kandy,2024-01-20,5,Half Board,Deluxe,3,25796.0,Flight,Online,1,Saturday,1,77388.0,High Spender
B0928,France,Galle,2024-08-15,4,Room Only,Suite,1,14899.0,Bus,Travel Agency,8,Thursday,3,14899.0,Low Spender
B0929,India,Kandy,2024-02-10,4,Half Board,Budget,4,14039.0,Bus,Direct,2,Saturday,1,56156.0,High Spender
B0930,China,Colombo ,2024-11-12,5,Room Only,Standard,1,25773.0,Train,Travel Agency,11,Tuesday,4,25773.0,Medium Spender
B0931,USA,Colombo,2024-05-12,4,Room Only,Deluxe,5,15654.0,Train,Direct,5,Sunday,2,78270.0,High Spender
B0932,  UK  ,Colombo,2024-04-14,4,Half Board,Suite,1,15425.0,Bus,Agent,4,Sunday,2,15425.0,Low Spender
B0933,India,Negombo,2024-11-29,4,Full Board,Deluxe,5,13593.0,Bus,Online,11,Friday,4,67965.0,High Spender
B0934,Germany,Colombo,2024-04-18,4,Half Board,Standard,4,15992.0,Flight,Agent,4,Thursday,2,63968.0,High Spender
B0935,UK,Colombo,2024-04-24,5,Full Board,Budget,7,26892.0,Flight,Travel Agency,4,Wednesday,2,188244.0,High Spender
B0936,India,Colombo,2024-10-21,4,Breakfast,Deluxe,2,15897.0,Bus,Agent,10,Monday,4,31794.0,Medium Spender
B0937,UK,Colombo,2024-07-28,4,Room Only,Deluxe,5,15016.0,Bus,Travel Agency,7,Sunday,3,75080.0,High Spender
B0938,India,Kandy,2024-03-05,5,Breakfast,Suite,6,25423.0,Train,Direct,3,Tuesday,1,152538.0,High Spender
B0939,UK,Kandy,2024-09-15,3,Full Board,Standard,2,8602.0,Flight,Agent,9,Sunday,3,17204.0,Low Spender
B0940,Germany,Negombo,2024-02-21,3,Room Only,Suite,1,8304.0,Flight,Agent,2,Wednesday,1,8304.0,Low Spender
B0941,India,Kandy ,2024-03-06,4,Breakfast,Deluxe,1,14510.0,Bus,Online,3,Wednesday,1,14510.0,Low Spender
B0942,USA,Kandy,2024-08-17,4,Full Board,Suite,3,15772.0,Train,Agent,8,Saturday,3,47316.0,Medium Spender
B0943,France,Kandy ,2024-03-18,3,Half Board,Suite,4,7712.0,Train,Direct,3,Monday,1,30848.0,Medium Spender
B0944,  India  ,Colombo,2024-10-15,5,Full Board,Deluxe,3,24420.0,Train,Agent,10,Tuesday,4,73260.0,High Spender
B0945,Australia,Galle,2024-08-08,5,Half Board,Deluxe,1,24236.0,Train,Online,8,Thursday,3,24236.0,Medium Spender
